id,company_id/id,location_id/id,storage_category_id/id,active,usage,barcode,removal_priority,name
stock_location_5211,marin_data.company_lmmr,marin_data.stock_location_5062,marin_data.stock_storage_category_3,True,Internal,CDGR2F21N2,1302,R2F21N2
stock_location_5212,marin_data.company_lmmr,marin_data.stock_location_5062,marin_data.stock_storage_category_4,True,Internal,CDGR2F21N3,1303,R2F21N3
stock_location_5213,marin_data.company_lmmr,marin_data.stock_location_5062,marin_data.stock_storage_category_2,True,Internal,CDGR2F22N1,1321,R2F22N1
stock_location_5214,marin_data.company_lmmr,marin_data.stock_location_5062,marin_data.stock_storage_category_3,True,Internal,CDGR2F22N2,1322,R2F22N2
stock_location_5215,marin_data.company_lmmr,marin_data.stock_location_5062,marin_data.stock_storage_category_4,True,Internal,CDGR2F22N3,1323,R2F22N3
stock_location_5216,marin_data.company_lmmr,marin_data.stock_location_5062,marin_data.stock_storage_category_2,True,Internal,CDGR2F23N1,1341,R2F23N1
stock_location_5217,marin_data.company_lmmr,marin_data.stock_location_5062,marin_data.stock_storage_category_3,True,Internal,CDGR2F23N2,1342,R2F23N2
stock_location_5218,marin_data.company_lmmr,marin_data.stock_location_5062,marin_data.stock_storage_category_4,True,Internal,CDGR2F23N3,1343,R2F23N3
stock_location_5219,marin_data.company_lmmr,marin_data.stock_location_5062,marin_data.stock_storage_category_2,True,Internal,CDGR2F24N1,1361,R2F24N1
stock_location_5220,marin_data.company_lmmr,marin_data.stock_location_5062,marin_data.stock_storage_category_3,True,Internal,CDGR2F24N2,1362,R2F24N2
stock_location_5221,marin_data.company_lmmr,marin_data.stock_location_5062,marin_data.stock_storage_category_4,True,Internal,CDGR2F24N3,1363,R2F24N3
stock_location_5222,marin_data.company_lmmr,marin_data.stock_location_5062,marin_data.stock_storage_category_2,True,Internal,CDGR2F25N1,1381,R2F25N1
stock_location_5223,marin_data.company_lmmr,marin_data.stock_location_5062,marin_data.stock_storage_category_3,True,Internal,CDGR2F25N2,1382,R2F25N2
stock_location_5224,marin_data.company_lmmr,marin_data.stock_location_5062,marin_data.stock_storage_category_4,True,Internal,CDGR2F25N3,1383,R2F25N3
stock_location_5225,marin_data.company_lmmr,marin_data.stock_location_5062,marin_data.stock_storage_category_2,True,Internal,CDGR2F26N1,1401,R2F26N1
stock_location_5226,marin_data.company_lmmr,marin_data.stock_location_5062,marin_data.stock_storage_category_3,True,Internal,CDGR2F26N2,1402,R2F26N2
stock_location_5227,marin_data.company_lmmr,marin_data.stock_location_5062,marin_data.stock_storage_category_4,True,Internal,CDGR2F26N3,1403,R2F26N3
stock_location_5228,marin_data.company_lmmr,marin_data.stock_location_5062,marin_data.stock_storage_category_2,True,Internal,CDGR2F27N1,1421,R2F27N1
stock_location_5229,marin_data.company_lmmr,marin_data.stock_location_5062,marin_data.stock_storage_category_3,True,Internal,CDGR2F27N2,1422,R2F27N2
stock_location_5230,marin_data.company_lmmr,marin_data.stock_location_5062,marin_data.stock_storage_category_4,True,Internal,CDGR2F27N3,1423,R2F27N3
stock_location_5231,marin_data.company_lmmr,marin_data.stock_location_5062,marin_data.stock_storage_category_2,True,Internal,CDGR2F28N1,1441,R2F28N1
stock_location_5232,marin_data.company_lmmr,marin_data.stock_location_5062,marin_data.stock_storage_category_3,True,Internal,CDGR2F28N2,1442,R2F28N2
stock_location_5233,marin_data.company_lmmr,marin_data.stock_location_5062,marin_data.stock_storage_category_4,True,Internal,CDGR2F28N3,1443,R2F28N3
stock_location_5234,marin_data.company_lmmr,marin_data.stock_location_5062,marin_data.stock_storage_category_2,True,Internal,CDGR2F29N1,1461,R2F29N1
stock_location_5235,marin_data.company_lmmr,marin_data.stock_location_5062,marin_data.stock_storage_category_3,True,Internal,CDGR2F29N2,1462,R2F29N2
stock_location_5236,marin_data.company_lmmr,marin_data.stock_location_5062,marin_data.stock_storage_category_4,True,Internal,CDGR2F29N3,1463,R2F29N3
stock_location_5237,marin_data.company_lmmr,marin_data.stock_location_5062,marin_data.stock_storage_category_2,True,Internal,CDGR2F30N1,1481,R2F30N1
stock_location_5238,marin_data.company_lmmr,marin_data.stock_location_5062,marin_data.stock_storage_category_3,True,Internal,CDGR2F30N2,1482,R2F30N2
stock_location_5239,marin_data.company_lmmr,marin_data.stock_location_5062,marin_data.stock_storage_category_4,True,Internal,CDGR2F30N3,1483,R2F30N3
stock_location_5240,marin_data.company_lmmr,marin_data.stock_location_5063,marin_data.stock_storage_category_2,,Internal,CDGR3F08N1,1723,R3F08N1
stock_location_5241,marin_data.company_lmmr,marin_data.stock_location_5063,marin_data.stock_storage_category_3,,Internal,CDGR3F08N2,1724,R3F08N2
stock_location_5242,marin_data.company_lmmr,marin_data.stock_location_5063,marin_data.stock_storage_category_4,,Internal,CDGR3F08N3,1725,R3F08N3
stock_location_5243,marin_data.company_lmmr,marin_data.stock_location_5063,marin_data.stock_storage_category_2,True,Internal,CDGR3F09N1,1991,R3F09N1
stock_location_5244,marin_data.company_lmmr,marin_data.stock_location_5063,marin_data.stock_storage_category_3,True,Internal,CDGR3F09N2,1992,R3F09N2
stock_location_5245,marin_data.company_lmmr,marin_data.stock_location_5063,marin_data.stock_storage_category_4,True,Internal,CDGR3F09N3,1993,R3F09N3
stock_location_5246,marin_data.company_lmmr,marin_data.stock_location_5063,marin_data.stock_storage_category_2,True,Internal,CDGR3F10N1,1971,R3F10N1
stock_location_5247,marin_data.company_lmmr,marin_data.stock_location_5063,marin_data.stock_storage_category_3,True,Internal,CDGR3F10N2,1972,R3F10N2
stock_location_5248,marin_data.company_lmmr,marin_data.stock_location_5063,marin_data.stock_storage_category_4,True,Internal,CDGR3F10N3,1973,R3F10N3
stock_location_5249,marin_data.company_lmmr,marin_data.stock_location_5063,marin_data.stock_storage_category_2,True,Internal,CDGR3F11N1,1951,R3F11N1
stock_location_5250,marin_data.company_lmmr,marin_data.stock_location_5063,marin_data.stock_storage_category_3,True,Internal,CDGR3F11N2,1952,R3F11N2
stock_location_5251,marin_data.company_lmmr,marin_data.stock_location_5063,marin_data.stock_storage_category_4,True,Internal,CDGR3F11N3,1953,R3F11N3
stock_location_5252,marin_data.company_lmmr,marin_data.stock_location_5063,marin_data.stock_storage_category_2,True,Internal,CDGR3F12N1,1931,R3F12N1
stock_location_5253,marin_data.company_lmmr,marin_data.stock_location_5063,marin_data.stock_storage_category_3,True,Internal,CDGR3F12N2,1932,R3F12N2
stock_location_5254,marin_data.company_lmmr,marin_data.stock_location_5063,marin_data.stock_storage_category_4,True,Internal,CDGR3F12N3,1933,R3F12N3
stock_location_5255,marin_data.company_lmmr,marin_data.stock_location_5063,marin_data.stock_storage_category_2,True,Internal,CDGR3F13N1,1911,R3F13N1
stock_location_5256,marin_data.company_lmmr,marin_data.stock_location_5063,marin_data.stock_storage_category_3,True,Internal,CDGR3F13N2,1912,R3F13N2
stock_location_5257,marin_data.company_lmmr,marin_data.stock_location_5063,marin_data.stock_storage_category_4,True,Internal,CDGR3F13N3,1913,R3F13N3
stock_location_5258,marin_data.company_lmmr,marin_data.stock_location_5063,marin_data.stock_storage_category_2,True,Internal,CDGR3F14N1,1891,R3F14N1
stock_location_5259,marin_data.company_lmmr,marin_data.stock_location_5063,marin_data.stock_storage_category_3,True,Internal,CDGR3F14N2,1892,R3F14N2
stock_location_5260,marin_data.company_lmmr,marin_data.stock_location_5063,marin_data.stock_storage_category_4,True,Internal,CDGR3F14N3,1893,R3F14N3
stock_location_5261,marin_data.company_lmmr,marin_data.stock_location_5063,marin_data.stock_storage_category_2,True,Internal,CDGR3F15N1,1871,R3F15N1
stock_location_5262,marin_data.company_lmmr,marin_data.stock_location_5063,marin_data.stock_storage_category_3,True,Internal,CDGR3F15N2,1872,R3F15N2
stock_location_5263,marin_data.company_lmmr,marin_data.stock_location_5063,marin_data.stock_storage_category_4,True,Internal,CDGR3F15N3,1873,R3F15N3
stock_location_5264,marin_data.company_lmmr,marin_data.stock_location_5063,marin_data.stock_storage_category_2,True,Internal,CDGR3F16N1,1851,R3F16N1
stock_location_5265,marin_data.company_lmmr,marin_data.stock_location_5063,marin_data.stock_storage_category_3,True,Internal,CDGR3F16N2,1852,R3F16N2
stock_location_5266,marin_data.company_lmmr,marin_data.stock_location_5063,marin_data.stock_storage_category_4,True,Internal,CDGR3F16N3,1853,R3F16N3
stock_location_5267,marin_data.company_lmmr,marin_data.stock_location_5063,marin_data.stock_storage_category_2,True,Internal,CDGR3F17N1,1831,R3F17N1
stock_location_5268,marin_data.company_lmmr,marin_data.stock_location_5063,marin_data.stock_storage_category_3,True,Internal,CDGR3F17N2,1832,R3F17N2
stock_location_5269,marin_data.company_lmmr,marin_data.stock_location_5063,marin_data.stock_storage_category_4,True,Internal,CDGR3F17N3,1833,R3F17N3
stock_location_5270,marin_data.company_lmmr,marin_data.stock_location_5063,marin_data.stock_storage_category_2,True,Internal,CDGR3F18N1,1811,R3F18N1
stock_location_5271,marin_data.company_lmmr,marin_data.stock_location_5063,marin_data.stock_storage_category_3,True,Internal,CDGR3F18N2,1812,R3F18N2
stock_location_5272,marin_data.company_lmmr,marin_data.stock_location_5063,marin_data.stock_storage_category_4,True,Internal,CDGR3F18N3,1813,R3F18N3
stock_location_5273,marin_data.company_lmmr,marin_data.stock_location_5063,marin_data.stock_storage_category_2,True,Internal,CDGR3F19N1,1791,R3F19N1
stock_location_5274,marin_data.company_lmmr,marin_data.stock_location_5063,marin_data.stock_storage_category_3,True,Internal,CDGR3F19N2,1792,R3F19N2
stock_location_5275,marin_data.company_lmmr,marin_data.stock_location_5063,marin_data.stock_storage_category_4,True,Internal,CDGR3F19N3,1793,R3F19N3
stock_location_5276,marin_data.company_lmmr,marin_data.stock_location_5063,marin_data.stock_storage_category_2,True,Internal,CDGR3F20N1,1771,R3F20N1
stock_location_5277,marin_data.company_lmmr,marin_data.stock_location_5063,marin_data.stock_storage_category_3,True,Internal,CDGR3F20N2,1772,R3F20N2
stock_location_5278,marin_data.company_lmmr,marin_data.stock_location_5063,marin_data.stock_storage_category_4,True,Internal,CDGR3F20N3,1773,R3F20N3
stock_location_5279,marin_data.company_lmmr,marin_data.stock_location_5063,marin_data.stock_storage_category_2,True,Internal,CDGR3F21N1,1751,R3F21N1
stock_location_5280,marin_data.company_lmmr,marin_data.stock_location_5063,marin_data.stock_storage_category_3,True,Internal,CDGR3F21N2,1752,R3F21N2
stock_location_5281,marin_data.company_lmmr,marin_data.stock_location_5063,marin_data.stock_storage_category_4,True,Internal,CDGR3F21N3,1753,R3F21N3
stock_location_5282,marin_data.company_lmmr,marin_data.stock_location_5063,marin_data.stock_storage_category_2,True,Internal,CDGR3F22N1,1731,R3F22N1
stock_location_5283,marin_data.company_lmmr,marin_data.stock_location_5063,marin_data.stock_storage_category_3,True,Internal,CDGR3F22N2,1732,R3F22N2
stock_location_5284,marin_data.company_lmmr,marin_data.stock_location_5063,marin_data.stock_storage_category_4,True,Internal,CDGR3F22N3,1733,R3F22N3
stock_location_5285,marin_data.company_lmmr,marin_data.stock_location_5063,marin_data.stock_storage_category_2,True,Internal,CDGR3F23N1,1711,R3F23N1
stock_location_5286,marin_data.company_lmmr,marin_data.stock_location_5063,marin_data.stock_storage_category_3,True,Internal,CDGR3F23N2,1712,R3F23N2
stock_location_5287,marin_data.company_lmmr,marin_data.stock_location_5063,marin_data.stock_storage_category_4,True,Internal,CDGR3F23N3,1713,R3F23N3
stock_location_5288,marin_data.company_lmmr,marin_data.stock_location_5063,marin_data.stock_storage_category_2,True,Internal,CDGR3F24N1,1691,R3F24N1
stock_location_5289,marin_data.company_lmmr,marin_data.stock_location_5063,marin_data.stock_storage_category_3,True,Internal,CDGR3F24N2,1692,R3F24N2
stock_location_5290,marin_data.company_lmmr,marin_data.stock_location_5063,marin_data.stock_storage_category_4,True,Internal,CDGR3F24N3,1693,R3F24N3
stock_location_5291,marin_data.company_lmmr,marin_data.stock_location_5063,marin_data.stock_storage_category_2,True,Internal,CDGR3F25N1,1671,R3F25N1
stock_location_5292,marin_data.company_lmmr,marin_data.stock_location_5063,marin_data.stock_storage_category_3,True,Internal,CDGR3F25N2,1672,R3F25N2
stock_location_5293,marin_data.company_lmmr,marin_data.stock_location_5063,marin_data.stock_storage_category_4,True,Internal,CDGR3F25N3,1673,R3F25N3
stock_location_5294,marin_data.company_lmmr,marin_data.stock_location_5063,marin_data.stock_storage_category_2,True,Internal,CDGR3F26N1,1651,R3F26N1
stock_location_5295,marin_data.company_lmmr,marin_data.stock_location_5063,marin_data.stock_storage_category_3,True,Internal,CDGR3F26N2,1652,R3F26N2
stock_location_5296,marin_data.company_lmmr,marin_data.stock_location_5063,marin_data.stock_storage_category_4,True,Internal,CDGR3F26N3,1653,R3F26N3
stock_location_5297,marin_data.company_lmmr,marin_data.stock_location_5063,marin_data.stock_storage_category_2,True,Internal,CDGR3F27N1,1631,R3F27N1
stock_location_5298,marin_data.company_lmmr,marin_data.stock_location_5063,marin_data.stock_storage_category_3,True,Internal,CDGR3F27N2,1632,R3F27N2
stock_location_5299,marin_data.company_lmmr,marin_data.stock_location_5063,marin_data.stock_storage_category_4,True,Internal,CDGR3F27N3,1633,R3F27N3
stock_location_5300,marin_data.company_lmmr,marin_data.stock_location_5063,marin_data.stock_storage_category_2,True,Internal,CDGR3F28N1,1611,R3F28N1
stock_location_5301,marin_data.company_lmmr,marin_data.stock_location_5063,marin_data.stock_storage_category_3,True,Internal,CDGR3F28N2,1612,R3F28N2
stock_location_5302,marin_data.company_lmmr,marin_data.stock_location_5063,marin_data.stock_storage_category_4,True,Internal,CDGR3F28N3,1613,R3F28N3
stock_location_5303,marin_data.company_lmmr,marin_data.stock_location_5063,marin_data.stock_storage_category_2,True,Internal,CDGR3F29N1,1591,R3F29N1
stock_location_5304,marin_data.company_lmmr,marin_data.stock_location_5063,marin_data.stock_storage_category_3,True,Internal,CDGR3F29N2,1592,R3F29N2
stock_location_5305,marin_data.company_lmmr,marin_data.stock_location_5063,marin_data.stock_storage_category_4,True,Internal,CDGR3F29N3,1593,R3F29N3
stock_location_5306,marin_data.company_lmmr,marin_data.stock_location_5063,marin_data.stock_storage_category_2,True,Internal,CDGR3F30N1,1571,R3F30N1
stock_location_5307,marin_data.company_lmmr,marin_data.stock_location_5063,marin_data.stock_storage_category_3,True,Internal,CDGR3F30N2,1572,R3F30N2
stock_location_5308,marin_data.company_lmmr,marin_data.stock_location_5063,marin_data.stock_storage_category_4,True,Internal,CDGR3F30N3,1573,R3F30N3
stock_location_5309,marin_data.company_lmmr,marin_data.stock_location_5064,marin_data.stock_storage_category_2,True,Internal,CDGR4F05N1,2041,R4F05N1
stock_location_5310,marin_data.company_lmmr,marin_data.stock_location_5064,marin_data.stock_storage_category_5,True,Internal,CDGR4F05N2,2042,R4F05N2
stock_location_5311,marin_data.company_lmmr,marin_data.stock_location_5064,marin_data.stock_storage_category_6,True,Internal,CDGR4F05N3,2043,R4F05N3
stock_location_5312,marin_data.company_lmmr,marin_data.stock_location_5064,marin_data.stock_storage_category_2,True,Internal,CDGR4F06N1,2031,R4F06N1
stock_location_5313,marin_data.company_lmmr,marin_data.stock_location_5064,marin_data.stock_storage_category_5,True,Internal,CDGR4F06N2,2032,R4F06N2
stock_location_5314,marin_data.company_lmmr,marin_data.stock_location_5064,marin_data.stock_storage_category_6,True,Internal,CDGR4F06N3,2033,R4F06N3
stock_location_5315,marin_data.company_lmmr,marin_data.stock_location_5064,marin_data.stock_storage_category_2,True,Internal,CDGR4F07N1,2021,R4F07N1
stock_location_5316,marin_data.company_lmmr,marin_data.stock_location_5064,marin_data.stock_storage_category_5,True,Internal,CDGR4F07N2,2022,R4F07N2
stock_location_5317,marin_data.company_lmmr,marin_data.stock_location_5064,marin_data.stock_storage_category_6,True,Internal,CDGR4F07N3,2023,R4F07N3
stock_location_5318,marin_data.company_lmmr,marin_data.stock_location_5064,marin_data.stock_storage_category_2,True,Internal,CDGR4F08N1,2011,R4F08N1
stock_location_5319,marin_data.company_lmmr,marin_data.stock_location_5064,marin_data.stock_storage_category_3,True,Internal,CDGR4F08N2,2012,R4F08N2
stock_location_5320,marin_data.company_lmmr,marin_data.stock_location_5064,marin_data.stock_storage_category_4,True,Internal,CDGR4F08N3,2013,R4F08N3
stock_location_5321,marin_data.company_lmmr,marin_data.stock_location_5064,marin_data.stock_storage_category_2,True,Internal,CDGR4F09N1,2001,R4F09N1
stock_location_5322,marin_data.company_lmmr,marin_data.stock_location_5064,marin_data.stock_storage_category_3,True,Internal,CDGR4F09N2,2002,R4F09N2
stock_location_5323,marin_data.company_lmmr,marin_data.stock_location_5064,marin_data.stock_storage_category_4,True,Internal,CDGR4F09N3,2003,R4F09N3
stock_location_5324,marin_data.company_lmmr,marin_data.stock_location_5064,marin_data.stock_storage_category_2,True,Internal,CDGR4F10N1,1981,R4F10N1
stock_location_5325,marin_data.company_lmmr,marin_data.stock_location_5064,marin_data.stock_storage_category_3,True,Internal,CDGR4F10N2,1982,R4F10N2
stock_location_5326,marin_data.company_lmmr,marin_data.stock_location_5064,marin_data.stock_storage_category_4,True,Internal,CDGR4F10N3,1983,R4F10N3
stock_location_5327,marin_data.company_lmmr,marin_data.stock_location_5064,marin_data.stock_storage_category_2,True,Internal,CDGR4F11N1,1961,R4F11N1
stock_location_5328,marin_data.company_lmmr,marin_data.stock_location_5064,marin_data.stock_storage_category_3,True,Internal,CDGR4F11N2,1962,R4F11N2
stock_location_5329,marin_data.company_lmmr,marin_data.stock_location_5064,marin_data.stock_storage_category_4,True,Internal,CDGR4F11N3,1963,R4F11N3
stock_location_5330,marin_data.company_lmmr,marin_data.stock_location_5064,marin_data.stock_storage_category_2,True,Internal,CDGR4F12N1,1941,R4F12N1
stock_location_5331,marin_data.company_lmmr,marin_data.stock_location_5064,marin_data.stock_storage_category_3,True,Internal,CDGR4F12N2,1942,R4F12N2
stock_location_5332,marin_data.company_lmmr,marin_data.stock_location_5064,marin_data.stock_storage_category_4,True,Internal,CDGR4F12N3,1943,R4F12N3
stock_location_5333,marin_data.company_lmmr,marin_data.stock_location_5064,marin_data.stock_storage_category_2,True,Internal,CDGR4F13N1,1921,R4F13N1
stock_location_5334,marin_data.company_lmmr,marin_data.stock_location_5064,marin_data.stock_storage_category_3,True,Internal,CDGR4F13N2,1922,R4F13N2
stock_location_5335,marin_data.company_lmmr,marin_data.stock_location_5064,marin_data.stock_storage_category_4,True,Internal,CDGR4F13N3,1923,R4F13N3
stock_location_5336,marin_data.company_lmmr,marin_data.stock_location_5064,marin_data.stock_storage_category_2,True,Internal,CDGR4F14N0,1901,R4F14N1
stock_location_5337,marin_data.company_lmmr,marin_data.stock_location_5064,marin_data.stock_storage_category_3,True,Internal,CDGR4F14N2,1902,R4F14N2
stock_location_5338,marin_data.company_lmmr,marin_data.stock_location_5064,marin_data.stock_storage_category_4,True,Internal,CDGR4F14N3,1903,R4F14N3
stock_location_5339,marin_data.company_lmmr,marin_data.stock_location_5064,marin_data.stock_storage_category_2,True,Internal,CDGR4F15N1,1881,R4F15N1
stock_location_5340,marin_data.company_lmmr,marin_data.stock_location_5064,marin_data.stock_storage_category_3,True,Internal,CDGR4F15N2,1882,R4F15N2
stock_location_5341,marin_data.company_lmmr,marin_data.stock_location_5064,marin_data.stock_storage_category_4,True,Internal,CDGR4F15N3,1883,R4F15N3
stock_location_5342,marin_data.company_lmmr,marin_data.stock_location_5064,marin_data.stock_storage_category_2,True,Internal,CDGR4F16N1,1861,R4F16N1
stock_location_5343,marin_data.company_lmmr,marin_data.stock_location_5064,marin_data.stock_storage_category_3,True,Internal,CDGR4F16N2,1862,R4F16N2
stock_location_5344,marin_data.company_lmmr,marin_data.stock_location_5064,marin_data.stock_storage_category_4,True,Internal,CDGR4F16N3,1863,R4F16N3
stock_location_5345,marin_data.company_lmmr,marin_data.stock_location_5064,marin_data.stock_storage_category_2,True,Internal,CDGR4F17N1,1841,R4F17N1
stock_location_5346,marin_data.company_lmmr,marin_data.stock_location_5064,marin_data.stock_storage_category_3,True,Internal,CDGR4F17N2,1842,R4F17N2
stock_location_5347,marin_data.company_lmmr,marin_data.stock_location_5064,marin_data.stock_storage_category_4,True,Internal,CDGR4F17N3,1843,R4F17N3
stock_location_5348,marin_data.company_lmmr,marin_data.stock_location_5064,marin_data.stock_storage_category_2,True,Internal,CDGR4F18N1,1821,R4F18N1
stock_location_5349,marin_data.company_lmmr,marin_data.stock_location_5064,marin_data.stock_storage_category_3,True,Internal,CDGR4F18N2,1822,R4F18N2
stock_location_5350,marin_data.company_lmmr,marin_data.stock_location_5064,marin_data.stock_storage_category_4,True,Internal,CDGR4F18N3,1823,R4F18N3
stock_location_5351,marin_data.company_lmmr,marin_data.stock_location_5064,marin_data.stock_storage_category_2,True,Internal,CDGR4F19N1,1801,R4F19N1
stock_location_5352,marin_data.company_lmmr,marin_data.stock_location_5064,marin_data.stock_storage_category_3,True,Internal,CDGR4F19N2,1802,R4F19N2
stock_location_5353,marin_data.company_lmmr,marin_data.stock_location_5064,marin_data.stock_storage_category_4,True,Internal,CDGR4F19N3,1803,R4F19N3
stock_location_5354,marin_data.company_lmmr,marin_data.stock_location_5064,marin_data.stock_storage_category_2,True,Internal,CDGR4F20N1,1781,R4F20N1
stock_location_5355,marin_data.company_lmmr,marin_data.stock_location_5064,marin_data.stock_storage_category_3,True,Internal,CDGR4F20N2,1782,R4F20N2
stock_location_5356,marin_data.company_lmmr,marin_data.stock_location_5064,marin_data.stock_storage_category_4,True,Internal,CDGR4F20N3,1783,R4F20N3
stock_location_5357,marin_data.company_lmmr,marin_data.stock_location_5064,marin_data.stock_storage_category_2,True,Internal,CDGR4F21N1,1761,R4F21N1
stock_location_5358,marin_data.company_lmmr,marin_data.stock_location_5064,marin_data.stock_storage_category_3,True,Internal,CDGR4F21N2,1762,R4F21N2
stock_location_5359,marin_data.company_lmmr,marin_data.stock_location_5064,marin_data.stock_storage_category_4,True,Internal,CDGR4F21N3,1763,R4F21N3
stock_location_5360,marin_data.company_lmmr,marin_data.stock_location_5064,marin_data.stock_storage_category_2,True,Internal,CDGR4F22N1,1741,R4F22N1
stock_location_5361,marin_data.company_lmmr,marin_data.stock_location_5064,marin_data.stock_storage_category_3,True,Internal,CDGR4F22N2,1742,R4F22N2
stock_location_5362,marin_data.company_lmmr,marin_data.stock_location_5064,marin_data.stock_storage_category_4,True,Internal,CDGR4F22N3,1743,R4F22N3
stock_location_5363,marin_data.company_lmmr,marin_data.stock_location_5064,marin_data.stock_storage_category_2,True,Internal,CDGR4F23N1,1721,R4F23N1
stock_location_5364,marin_data.company_lmmr,marin_data.stock_location_5064,marin_data.stock_storage_category_3,True,Internal,CDGR4F23N2,1722,R4F23N2
stock_location_5365,marin_data.company_lmmr,marin_data.stock_location_5064,marin_data.stock_storage_category_4,True,Internal,CDGR4F23N3,1723,R4F23N3
stock_location_5366,marin_data.company_lmmr,marin_data.stock_location_5064,marin_data.stock_storage_category_2,True,Internal,CDGR4F24N1,1701,R4F24N1
stock_location_5367,marin_data.company_lmmr,marin_data.stock_location_5064,marin_data.stock_storage_category_3,True,Internal,CDGR4F24N2,1702,R4F24N2
stock_location_5368,marin_data.company_lmmr,marin_data.stock_location_5064,marin_data.stock_storage_category_4,True,Internal,CDGR4F24N3,1703,R4F24N3
stock_location_5369,marin_data.company_lmmr,marin_data.stock_location_5064,marin_data.stock_storage_category_2,True,Internal,CDGR4F25N1,1681,R4F25N1
stock_location_5370,marin_data.company_lmmr,marin_data.stock_location_5064,marin_data.stock_storage_category_3,True,Internal,CDGR4F25N2,1682,R4F25N2
stock_location_5371,marin_data.company_lmmr,marin_data.stock_location_5064,marin_data.stock_storage_category_4,True,Internal,CDGR4F25N3,1683,R4F25N3
stock_location_5372,marin_data.company_lmmr,marin_data.stock_location_5064,marin_data.stock_storage_category_2,True,Internal,CDGR4F26N1,1661,R4F26N1
stock_location_5373,marin_data.company_lmmr,marin_data.stock_location_5064,marin_data.stock_storage_category_3,True,Internal,CDGR4F26N2,1662,R4F26N2
stock_location_5374,marin_data.company_lmmr,marin_data.stock_location_5064,marin_data.stock_storage_category_4,True,Internal,CDGR4F26N3,1663,R4F26N3
stock_location_5375,marin_data.company_lmmr,marin_data.stock_location_5064,marin_data.stock_storage_category_2,True,Internal,CDGR4F27N1,1641,R4F27N1
stock_location_5376,marin_data.company_lmmr,marin_data.stock_location_5064,marin_data.stock_storage_category_3,True,Internal,CDGR4F27N2,1642,R4F27N2
stock_location_5377,marin_data.company_lmmr,marin_data.stock_location_5064,marin_data.stock_storage_category_4,True,Internal,CDGR4F27N3,1643,R4F27N3
stock_location_5378,marin_data.company_lmmr,marin_data.stock_location_5064,marin_data.stock_storage_category_2,True,Internal,CDGR4F28N1,1621,R4F28N1
stock_location_5379,marin_data.company_lmmr,marin_data.stock_location_5064,marin_data.stock_storage_category_3,True,Internal,CDGR4F28N2,1622,R4F28N2
stock_location_5380,marin_data.company_lmmr,marin_data.stock_location_5064,marin_data.stock_storage_category_4,True,Internal,CDGR4F28N3,1623,R4F28N3
stock_location_5381,marin_data.company_lmmr,marin_data.stock_location_5064,marin_data.stock_storage_category_2,True,Internal,CDGR4F29N1,1601,R4F29N1
stock_location_5382,marin_data.company_lmmr,marin_data.stock_location_5064,marin_data.stock_storage_category_3,True,Internal,CDGR4F29N2,1602,R4F29N2
stock_location_5383,marin_data.company_lmmr,marin_data.stock_location_5064,marin_data.stock_storage_category_4,True,Internal,CDGR4F29N3,1603,R4F29N3
stock_location_5384,marin_data.company_lmmr,marin_data.stock_location_5064,marin_data.stock_storage_category_2,True,Internal,CDGR4F30N1,1581,R4F30N1
stock_location_5385,marin_data.company_lmmr,marin_data.stock_location_5064,marin_data.stock_storage_category_3,True,Internal,CDGR4F30N2,1582,R4F30N2
stock_location_5386,marin_data.company_lmmr,marin_data.stock_location_5064,marin_data.stock_storage_category_4,True,Internal,CDGR4F30N3,1583,R4F30N3
stock_location_5387,marin_data.company_lmmr,marin_data.stock_location_5065,marin_data.stock_storage_category_2,True,Internal,CDGR5F05N1,2661,R5F05N1
stock_location_5388,marin_data.company_lmmr,marin_data.stock_location_5065,marin_data.stock_storage_category_5,True,Internal,CDGR5F05N2,2662,R5F05N2
stock_location_5389,marin_data.company_lmmr,marin_data.stock_location_5065,marin_data.stock_storage_category_6,True,Internal,CDGR5F05N3,2663,R5F05N3
stock_location_5390,marin_data.company_lmmr,marin_data.stock_location_5065,marin_data.stock_storage_category_2,True,Internal,CDGR5F06N1,2641,R5F06N1
stock_location_5391,marin_data.company_lmmr,marin_data.stock_location_5065,marin_data.stock_storage_category_5,True,Internal,CDGR5F06N2,2642,R5F06N2
stock_location_5392,marin_data.company_lmmr,marin_data.stock_location_5065,marin_data.stock_storage_category_6,True,Internal,CDGR5F06N3,2643,R5F06N3
stock_location_5393,marin_data.company_lmmr,marin_data.stock_location_5065,marin_data.stock_storage_category_2,True,Internal,CDGR5F07N1,2621,R5F07N1
stock_location_5394,marin_data.company_lmmr,marin_data.stock_location_5065,marin_data.stock_storage_category_5,True,Internal,CDGR5F07N2,2622,R5F07N2
stock_location_5395,marin_data.company_lmmr,marin_data.stock_location_5065,marin_data.stock_storage_category_6,True,Internal,CDGR5F07N3,2623,R5F07N3
stock_location_5396,marin_data.company_lmmr,marin_data.stock_location_5065,marin_data.stock_storage_category_2,True,Internal,CDGR5F08N1,2601,R5F08N1
stock_location_5397,marin_data.company_lmmr,marin_data.stock_location_5065,marin_data.stock_storage_category_3,True,Internal,CDGR5F08N2,2602,R5F08N2
stock_location_5398,marin_data.company_lmmr,marin_data.stock_location_5065,marin_data.stock_storage_category_4,True,Internal,CDGR5F08N3,2603,R5F08N3
